@relation unknown

@attribute sentence string
@attribute 'access control' {yes,no}
@attribute audit {yes,no}
@attribute availability {yes,no}
@attribute 'capacity and performance' {yes,no}
@attribute legal {yes,no}
@attribute 'look and feel' {yes,no}
@attribute maintainability {yes,no}
@attribute operational {yes,no}
@attribute privacy {yes,no}
@attribute reliability {yes,no}
@attribute recoverability {yes,no}
@attribute security {yes,no}
@attribute usability {yes,no}
@attribute 'other nonfunctional' {yes,no}
@attribute 'database design' {yes,no}
@attribute functional {yes,no}
@attribute documentID string

@data
'exchang User agre to pai ani applic fee User agre to us data onli purpos that support User studi research project referenc thi Agreement which which ha been determin CMS to provid assist CMS monitor manag improv Medicar Medicaid program servic provid beneficiari User agre to ensur integr secur confidenti data compli term thi Agreement applic law Privaci Act Health Insuranc Portabl Accountabl Act',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'In order to secur data that resid CMS Privaci Act System Record order to ensur integr secur confidenti inform maintain CMS to permit appropri disclosur us such data as permit law CMS Requestor agreement to compli follow specif paragraph',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'U.S. Depart Health Human Servic HHS Requestor',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Thi Agreement is Center Medicar Medicaid Servic CMS compon hereinaft term User',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Thi Agreement address condit which CMS disclos User User User User obtain us reus disclos CMS data file s specifi section 5 possibl and possibl ani deriv file s that contain direct individu identifi element that be us concert other inform to identifi individu',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'Thi Agreement supersed ani all agreement parti respect us data file specifi section 5 preempt overrid ani instruct direct agreement other understand in pertain ani grant award other prior commun Depart Health Human Servic ani it compon respect data specifi herein',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Further term thi Agreement be chang onli written modif thi Agreement parti adopt new agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parti agre further that instruct interpret issu User thi Agreement data specifi herein not be valid unless issu write CMS point-of-contact CMS signatori thi Agreement shown section 20',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parti mutual agre that CMS retain all ownership right data file s refer to thi Agreement that User doe not obtain ani right titl interest ani data furnish CMS',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
4,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User repres furnish data file s specifi section 5 CMS reli such represent that such data file s be us sole follow purpos s',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'Name Studi Project',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS Contract No. If applic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User repres further that fact statement made ani studi research protocol project plan submit CMS for each purpos purpos ar complet accur',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Further User repres that said studi protocol s project plan that have been approv CMS other appropri entiti as CMS determin repres total us s which data file s specifi section 5 be put',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'User agre not to disclos us reus data cover thi agreement except as specifi Attachment thi Agreement as CMS CMS author write as otherwis requir law sell rent leas loan or otherwis grant access data cover thi Agreement',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'User affirm that request data is minimum necessari to achiev purpos state thi section',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User agre that User organ organ it agent access data cover thi Agreement be limit minimum amount data minimum number individu necessari to achiev purpos state thi section i.e. individu access data be need-to-know basi',no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,unknown
5,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'follow CMS data file file s is ar cover thi Agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'File Year s System Record',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
6,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parti mutual agre that aforesaid file s possibl possibl ani deriv file s those file that directli identifi individu that directli identifi bid firm possibl possibl such firm proprietari confidenti individu be retain User until hereinaft known Retent Date',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'User agre to notifi CMS 30 dai complet purpos specifi section 4 if purpos is complet aforement retent date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'such notic retent date whichev occur sooner User agre to destroi such data',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'User agre to destroi send written certif destruct file CMS 30 dai',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'User agre not to retain CMS file ani part thereof specif bid inform those file that be us concert other inform to identifi aforement file s ar destroi unless appropri System Manag person design section 20 thi Agreement grant written author',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'User acknowledg that date is not conting action CMS',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'Agreement be termin either parti ani time ani reason 30 dai written notic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'notic termin User CMS CMS ceas releas data file s User thi Agreement notifi User to destroi such data file s',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'Section 3 4 6 8 9 10 11 13 14 15 surviv termin thi Agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
7,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User agre to establish appropri administr technic physic safeguard to protect confidenti data to prevent unauthor us access it',no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,unknown
'safeguard provid level scope secur that is not less than level scope secur requir establish Office Manag Budget OMB OMB Circular No A-130 Appendix III Secur Feder Autom Informat System http:\\/\\/www.whitehouse.gov\\/omb\\/circulars\\/a130\\/a130.html Feder Informat Process Standard 200 entitl Minimum Secur Requir Feder Informat Informat System http:\\/\\/csrc.nist.gov\\/publications\\/fips\\/fips200\\/FIPS-200-final-march.pdf Special Public 800-53 Recommend Secur Control Feder Informat System http:\\/\\/csrc.nist.gov\\/ publications\\/nistpubs\\/800 -53 Rev2\\/sp800 -53 rev2-fin',no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,unknown
'User acknowledg that us unsecur telecommun Internet to transmit individu identifi bidder identifi deduc inform deriv file s specifi section 5 is prohibit',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'Further User agre that data not be physic move transmit disclos ani wai site indic section 17 written approv CMS unless such movement transmiss disclosur is requir law',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
8,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User agre to grant access data author repres CMS DHHS Office Inspector Gener site indic section 17 purpos inspect to confirm complianc term thi agreement',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'Form CMS-R-0235 06 10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
9,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User agre not to disclos direct find list inform deriv file s specifi section 5 direct identifi if such find list inform themselv combin other data be us to deduc individu ident',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'Exampl Exampl such data element includ ar not limit geograph locat ag if 89 sex diagnosi procedur admiss discharg date s date death',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User agre that ani us CMS data creation ani document manuscript tabl chart studi report etc. purpos specifi section 4 whether report other write expressli refer such purpos CMS file specifi section 5 ani data deriv such file adher CMS current cell size suppress polici',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'Thi polici stipul that no cell e.g. admitt discharg patient servic 10 less be displai',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'Also no us percentag other mathemat formula be us if thei result displai cell 10 less',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'sign thi Agreement you herebi agre to abid these rule and therefor not be requir to submit ani written document CMS review',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'If you ar unsur if you meet abov criteria you submit your written product CMS review',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS agre to make determin approv to notifi user 4 to 6 week receipt find',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS withhold approv public onli if it determin that format which data ar present result identif individu beneficiari',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
10,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User agre that absent express written author appropri System Manag person design section 20 thi Agreement to do so User not attempt to link record includ file s specifi section 5 ani other individu identifi sourc inform',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'Thi includ attempt to link data other CMS data file s',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'protocol that includ linkag specif file that ha been approv accord section 4 constitut express author CMS to link file as describ protocol',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
11,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User User understand agre that thei not reus origin deriv data file s prior written approv appropri System Manag person design section 20 thi Agreement',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
12,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parti mutual agre that the specifi Attachment ar part thi Agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
13,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User agre that event CMS CMS determin ha reason belief that User User ha made have made us reus disclosur aforesaid file s that is not author thi Agreement anoth written author appropri System Manag person design section 20 thi Agreement CMS it sole discret requir User to a promptli investig report CMS User determin ani alleg actual unauthor us reus disclosur b promptli resolv ani problem identifi investig c if request by CMS submit formal respons alleg unauthor us reus disclosur d if request CMS submit correct action plan step design to prevent ani futur unauthor us reus disclosur e if request CMS return data file CMS destroi data file it receiv CMS thi agreement',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'User understand that as result CMS determin reason belief that unauthor us reus disclosur have taken place CMS refus to releas further CMS data User period time to be determin CMS',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'User agre to report ani breach person identifi inform PII CMS data file s loss these data disclosur ani unauthor person CMS Action Desk telephon -LRB-410-RRB- 786-2580 e-mail notif cms_it_service_desk@cms.hhs.gov on hour to cooper fulli feder secur incid process',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'While CMS retain all ownership right data file s as outlin abov User bear cost liabil ani breach PII data file s while thei ar entrust User',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Furthermor if CMS determin that risk harm requir notif affect individu person secur breach possibl possibl other remedi User agre to carri out these remedi cost CMS',no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,unknown
'Form CMS-R-0235 06 10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
14,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User herebi acknowledg that crimin penalti § 1106 a Social Secur Act 42 U.S.C. § 1306 a fine not exceed $ 10,000 imprison not exceed 5 year both appli disclosur inform that ar cover § 1106 that ar not author regul Feder law',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User further acknowledg that crimin penalti Privaci Act 5 U.S.C. § 552a i 3 appli if it is determin that Requestor Requestor Requestor Custodian ani individu emploi affili therewith knowingli willfulli obtain file s fals pretens',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Any person found to have violat sec i 3 of Privaci Act Act be guilti misdemeanor fine not more than $ 5,000',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Final User acknowledg that crimin penalti be impos 18 U.S.C. § 641 if it is determin that User User User ani individu emploi affili therewith ha taken convert hi own us data file s receiv file s know that thei thei were stolen convert',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'such circumst thei thei be fine Titl 18 imprison not more than 10 year both if valu such properti doe not exce sum $ 1,000 thei thei be fine Titl 18 imprison not more than 1 year both',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
15,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'sign thi Agreement User User agre to abid all provis set out thi Agreement acknowledg have receiv notic potenti crimin administr penalti violat term Agreement',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
16,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User the the undersign individu herebi attest that he she is author to legal bind User term thi Agreement agre all term specifi herein',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Name Titl User type print',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Compani Organiz',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Street Address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
Citi,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
State,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'ZIP Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephon Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'E-Mail Address If applic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Signatur Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
17,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parti mutual agre that follow name individu individu is design Custodian file s User be person respons observ all condit us establish mainten secur arrang as specifi thi Agreement to prevent unauthor us',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User agre to notifi CMS fifteen 15 dai ani chang custodianship',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parti parti mutual agre that CMS disapprov appoint custodian requir appoint new custodian ani time',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Custodian Custodian herebi acknowledg hi her appoint Custodian aforesaid file s behalf User agre to compli all provis thi Agreement User',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Name Custodian type print',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Compani Organiz',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Street Address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
Citi,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
State,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'ZIP Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephon Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'E-Mail Address If applic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Signatur Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Form CMS-R-0235 06 10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
18,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'disclosur provis s that allow discretionari releas CMS data purpos s state section 4 follow s',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'To be complet CMS staff',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
_________________________________________,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
19,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'On behalf __________________________________ the undersign individu individu individu individu herebi acknowledg aforesaid Feder agenc sponsor otherwis support User request for us CMS data agre to support CMS ensur that User User maintain us CMS data accord term thi Agreement agre further to make no statement User interpret term thi Agreement to refer all question such interpret complianc term thi Agreement the',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS offici name section 20 or to hi her successor',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'Type Print Name',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Titl Feder Repres',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Signatur Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephon Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'E-Mail Address If applic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
20,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parti mutual agre that follow name individu be design point-of-contact Agreement CMS',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS the undersign individu herebi attest that he he she is author to enter thi Agreement agre all term specifi herein',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Name CMS Repres type print',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Titl Compon',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Street Address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Mail Stop',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
Citi,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
State,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'ZIP Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephon Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'E-Mail Address If applic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'A. Signatur CMS Repres Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'B. Concur Nonconcur Signatur CMS System Manag Busi Owner Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Concur Nonconcur Signatur CMS System Manag Busi Owner Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
