@relation unknown

@attribute sentence string
@attribute 'access control' {yes,no}
@attribute audit {yes,no}
@attribute availability {yes,no}
@attribute 'capacity and performance' {yes,no}
@attribute legal {yes,no}
@attribute 'look and feel' {yes,no}
@attribute maintainability {yes,no}
@attribute operational {yes,no}
@attribute privacy {yes,no}
@attribute reliability {yes,no}
@attribute recoverability {yes,no}
@attribute security {yes,no}
@attribute usability {yes,no}
@attribute 'other nonfunctional' {yes,no}
@attribute 'database design' {yes,no}
@attribute functional {yes,no}
@attribute documentID string

@data
'user agree grant access datum authorized representative CMS DHHS Office Inspector General site indicate section 17 purpose inspect confirm compliance term agreement',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'form cms-r-0235 06 10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
9,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree disclose direct finding listing information derive file s specify section 5 direct identifier finding listing information combination datum use deduce individual identity',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'example example datum element include limit geographic location age 89 sex diagnosis procedure admission discharge date s date death',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree use CMS datum creation document manuscript table chart study report etc. purpose specify section 4 report write expressly refer purpose CMS file specify section 5 datum derive file adhere CMS current cell size suppression policy',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'policy stipulate cell e.g. admittances discharge patient service 10 display',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'use percentage mathematical formula use result display cell 10',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'sign agreement agree abide rule require submit write document CMS review',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'unsure meet criterion submit write product CMS review',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS agree make determination approval notify user 4 6 week receipt finding',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS withhold approval publication determine format datum present result identification individual beneficiary',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
10,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree absent express write authorization appropriate manager person designate section 20 agreement user attempt link record include file s specify section 5 individually identifiable source information',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'include attempt link datum CMS datum file s',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'protocol include linkage specific file approve accordance section 4 constitute express authorization CMS link file protocol',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
11,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user user understand agree reuse original derivative datum file s prior write approval appropriate manager person designate section 20 agreement',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
12,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'party mutually agree specify attachment agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
13,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree event CMS CMS determine reasonable belief user user make make use reuse disclosure aforesaid file s authorize agreement write authorization appropriate manager person designate section 20 agreement CMS sole discretion require user promptly investigate report CMS user determination alleged actual unauthorized use reuse disclosure b promptly resolve problem identify investigation c request CMS submit formal response allegation unauthorized use reuse disclosure d request CMS submit corrective action plan step design prevent future unauthorized use reuse disclosure e request CMS return datum file CMS destroy datum file receive CMS agreement',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'user understand result CMS determination reasonable belief unauthorized use reuse disclosure place CMS refuse release CMS datum user period time determine CMS',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'user agree report breach personally identifiable information pius CMS datum file s loss datum disclosure unauthorized person CMS Action desk telephone -lrb-410-rrb- 786-2580 e-mail notification cms_it_service_desk@cms.hhs.gov hour cooperate fully federal security incident process',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS retain ownership rights datum file s outline user bear cost liability breach pius datum file s entrust user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'furthermore CMS determine risk harm require notification affect individual person security breach possibly possibly remedy user agree carry remedy cost CMS',no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,unknown
'form cms-r-0235 06 10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
14,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user acknowledge criminal penalty § 1106 Social Security Act 42 U.S.C. § 1306 fine exceed $ 10,000 imprisonment exceed 5 year apply disclosure information cover § 1106 authorize regulation Federal law',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user acknowledge criminal penalty Privacy Act 5 U.S.C. § 552a 3 apply determine Requestor Requestor Requestor Custodian individual employ affiliate therewith knowingly willfully obtain file s false pretens',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'person violate sec 3 Privacy Act Act guilty misdemeanor fine $ 5,000',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'finally user acknowledge criminal penalty impose 18 U.S.C. § 641 determine user user user individual employ affiliate therewith convert use datum file s receive file s know steal convert',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'circumstance fine Title 18 imprison 10 year value property exceed sum $ 1,000 fine Title 18 imprison 1 year',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
15,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'sign agreement user user agree abide provision set agreement acknowledge receive notice potential criminal administrative penalty violation term agreement',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
16,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user undersign individual attest authorize legally bind user term agreement agree term specify',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'title user type print',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'company Organization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Street Address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
City,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
state,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'ZIP Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephone Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'e-mail address applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Signature Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
17,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'party mutually agree follow individual individual designate custodian file s user person responsible observance condition use establishment maintenance security arrangement specify agreement prevent unauthorized use',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree notify CMS 15 day change custodianship',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'party party mutually agree CMS disapprove appointment custodian require appointment new custodian time',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Custodian Custodian acknowledge appointment custodian aforesaid file s behalf user agree comply provision agreement user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'custodian type print',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'company Organization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Street Address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
City,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
state,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'ZIP Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephone Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'e-mail address applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Signature Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'form cms-r-0235 06 10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
18,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'disclosure provision s allow discretionary release CMS datum purpose s state section 4 follow s',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'complete CMS staff',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
_________________________________________,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
19,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'behalf __________________________________ undersign individual individual individual individual acknowledge aforesaid federal agency sponsor support user request use CMS datum agree support CMS ensure user user maintain use CMS datum accordance term agreement agree make statement user interpretation term agreement refer question interpretation compliance term agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS official section 20 successor',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'type Printed',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'title Federal Representative',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Signature Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephone Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'e-mail address applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
20,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'party mutually agree follow individual designate point-of-contact agreement CMS',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS undersign individual attest authorize enter agreement agree term specify',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS Representative type print',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'title component',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Street Address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Mail Stop',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
City,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
state,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'ZIP Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephone Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'e-mail address applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'a. Signature CMS Representative Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'B. Concur Nonconcur signature CMS System Manager Business Owner Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Concur Nonconcur signature CMS System Manager Business Owner Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Concur Nonconcur signature CMS System Manager Business Owner Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Paperwork Reduction Act 1995 person require respond collection information unless display valid OMB control number',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'valid OMB control number information collection 0938-0734',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'time require complete information collection estimate average 30 minute response time review instruction search exist datum resource gather datum need complete review information collection',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'comment accuracy time estimate s suggestion improve form write CMS 7500 security Boulevard Attn report Clearance Officer Baltimore Maryland 21244-1850',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Login Page',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'browser address bar need enter location openemr installation',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user address consist server follow forward lean slash openemr forward lean slash',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'look http:\\/\\/myservername\\/openemr\\/',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'sure check Administrator location openemr installation different',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'example openemr live demo located http:\\/\\/opensourceemr.com:2100\\/openemr\\/',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'enter correct address present login screen',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
log,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'login screen contain input box Username password',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'time log fresh installation openemr need log admin password pass',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'administrator provide username password',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown
'note openemr login case-sensitive',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown
'present drop-down list possible language view openemr',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'default language English select',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
