@relation unknown

@attribute sentence string
@attribute 'access control' {yes,no}
@attribute audit {yes,no}
@attribute availability {yes,no}
@attribute 'capacity and performance' {yes,no}
@attribute legal {yes,no}
@attribute 'look and feel' {yes,no}
@attribute maintainability {yes,no}
@attribute operational {yes,no}
@attribute privacy {yes,no}
@attribute reliability {yes,no}
@attribute recoverability {yes,no}
@attribute security {yes,no}
@attribute usability {yes,no}
@attribute 'other nonfunctional' {yes,no}
@attribute 'database design' {yes,no}
@attribute functional {yes,no}
@attribute documentID string

@data
'term and termin',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'dua termin date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
term,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'term of thi dua shall effect as of date first written and shall termin when all phi provid by data custodian recipi is destroi or return data if it is infeas return or destroi protect ar extend such in accord with termin provis in thi section',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'b termin for caus',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'should recipi commit materi breach of thi which is not cure within thirti dai after recipi receiv notic of such breach from data then data custodian will discontinu disclosur of iihi and will report problem u s depart of health and human servic',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'c effect of termin',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'i except as provid in paragraph ii of thi within ten dai upon termin of thi recipi shall return or destroi all iihi receiv from data custodian',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'thi provis shall appli iihi that is in possess of subcontractor or agent of data recipi',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'recipi shall retain no copi of iihi',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
ii,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'in event that recipi determin that return or destroi iihi is recipi shall provid data custodian notif of condit that make return or destruct infeas',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'upon mutual agreement of parti that return or destruct of iihi is data recipi shall extend protect of thi dua such iihi and limit further us and disclosur of such iihi those purpos that make return or destruct for so long as recipi maintain iihi',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'data custodian nc dph recipi',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'date date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'signatur signatur',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'print name print name',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
initi,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'form cm r or',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'depart of health and human servic center for medicar medicaid servic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'form approv omb no',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'data us agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
dua,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'agreement for us of center for medicar medicaid servic cm data contain individu identifi',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'cm agre provid user with data that resid in cm privaci act system of record as identifi in thi agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'in user agre pai ani applic fee user agre us data onli for purpos that support user research or project referenc in thi which ha been determin by cm provid assist cm in manag and improv medicar and medicaid program or servic provid beneficiari and user agre ensur and confidenti of data by compli with term of thi agreement and applic includ privaci act and health insur portabl and account act',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'in order secur data that resid in cm privaci act system of record in order ensur and confidenti of inform maintain by cm and permit appropri disclosur and us of such data as permit by cm and requestor agreement compli with follow specif paragraph',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'u s depart of health and human servic and',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'thi agreement is by and between center for medicar medicaid servic compon of hereinaft term user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'thi agreement address condit under which cm will disclos and user will reus and disclos cm data file specifi in section possibl and possibl ani deriv file that contain direct individu identifi or element that can us in concert with other inform identifi individu',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'thi agreement supersed ani and all agreement between parti with respect us of data from file specifi in section and preempt and overrid ani or other understand in or pertain ani grant award or other prior commun from depart of health and human servic or ani of it compon with respect data specifi herein',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'term of thi agreement can chang onli by written modif thi agreement or by parti adopt new agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parti agre further that instruct or interpret issu user concern thi agreement or data specifi shall not valid unless issu in write by cm point of contact or cm signatori thi agreement shown in section',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parti mutual agre that cm retain all ownership right data file refer in thi and that user doe not obtain ani or interest in ani of data furnish by cm',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user and in furnish data file specifi in section cm reli upon such that such data file will us sole for follow purpos',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'name of studi or project',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'cm contract no if applic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user repres further that fact and statement made in ani studi or research protocol or project plan submit cm for each purpos ar complet and accur',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user repres that said studi protocol or project that been approv by cm or other appropri entiti as cm mai repres total us which data file specifi in section will put',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'user agre not us or reus data cover by thi agreement except as specifi in attach thi agreement or except as cm shall author in write or as otherwis requir by or otherwis grant access data cover by thi agreement',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'user affirm that request data is minimum necessari achiev purpos state in thi section',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agre within user organ and organ of it access data cover by thi agreement shall limit minimum amount of data and minimum number of individu necessari achiev purpos state in thi section i e individu access data will on need know basi',no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'follow cm data file is or ar cover under thi agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'file year system of record',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parti mutual agre that aforesaid file possibl and possibl ani deriv includ those file that directli identifi individu or that directli identifi bid firm possibl and possibl such firm confidenti mai retain by user until hereinaft known as retent date',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'user agre notifi cm within dai of complet of purpos specifi in section if purpos is complet befor aforement retent date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'upon such notic or retent whichev occur user agre destroi such data',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'user agre destroi and send written certif of destruct of file cm within dai',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'user agre not retain cm file or ani part or specif bid and those file that can us in concert with other inform identifi after aforement file ar destroi unless appropri system manag or person design in section of thi agreement grant written author',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'user acknowledg that date is not conting upon action by cm',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'agreement mai termin by either parti at ani time for ani reason upon dai written notic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'upon notic of termin by cm will ceas releas data from file user under thi agreement and will notifi user destroi such data file',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'section and shall surviv termin of thi agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agre establish appropri and physic safeguard protect confidenti of data and prevent unauthor us or access it',no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,unknown
'safeguard shall provid level and scope of secur that is not less than level and scope of secur requir establish by offic of manag and budget omb in omb circular no appendix iii secur of feder autom inform system http www whitehous gov omb circular html as well as feder inform process standard entitl minimum secur requir for feder inform and inform system http csrc nist gov public fip fip final march special public recommend secur control for feder inform system http csrc nist gov public nistpub final',no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,unknown
'user acknowledg that us of unsecur includ transmit individu bidder identifi or deduc inform deriv from file specifi in section is prohibit',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'user agre that data must not physic transmit or disclos in ani wai from or by site indic in section without written approv from cm unless such transmiss or disclosur is requir by law',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agre grant access data author repres of cm or dhh offic of inspector gener at site indic in section for purpos of inspect confirm complianc with term of thi agreement',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'form cm r or',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agre not disclos direct or inform deriv from file specifi in section with or without direct if such or inform by themselv or in combin with other us deduc individu ident',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'exampl of such data element but ar not limit geograph ag if diagnosi and admiss or discharg or date of death',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agre that ani us of cm data in creation of ani document etc concern purpos specifi in section regardless of whether report or other write expressli refer such or file specifi in section or ani data deriv from such file must adher cm current cell size suppress polici',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'thi polici stipul that no cell e g servic or less mai displai',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'no us of percentag or other mathemat formula mai us if thei result in displai of cell or less',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'by sign thi agreement you herebi agre abid by these rule will not requir submit ani written document for cm review',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'if you ar unsur if you meet abov you mai submit your written product for cm review',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'cm agre make determin about approv and notifi user within week after receipt of find',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'cm mai withhold approv for public onli if it determin that format in which data ar present mai result in identif of individu beneficiari',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agre absent express written author from appropri system manag or person design in section of thi agreement do user shall not attempt link record includ in file specifi in section ani other individu identifi sourc of inform',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'thi includ attempt link data other cm data file',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'protocol that includ linkag of specif file that ha been approv in accord with section constitut express author from cm link file as describ in protocol',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user understand and agre that thei mai not reus origin or deriv data file without prior written approv from appropri system manag or person design in section of thi agreement',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parti mutual agre that follow specifi attach ar part of thi agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agre that in event cm determin or ha reason belief that user ha made or mai made reus or disclosur of aforesaid file that is not author by thi agreement or anoth written author from appropri system manag or person design in section of thi at it sole mai requir user promptli investig and report cm user determin regard ani alleg or actual unauthor reus or b promptli resolv ani problem identifi by investig c if request by submit formal respons alleg of unauthor reus or disclosur d if request by submit correct action plan with step design prevent ani futur unauthor reus or disclosur and e if request by return data file cm or destroi data file it receiv from cm under thi agreement',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'user understand that as result of cm determin or reason belief that unauthor reus or disclosur taken cm mai refus releas further cm data user for period of time determin by cm',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'user agre report ani breach of person identifi inform pii from cm data loss of these data or disclosur ani unauthor person cm action desk by telephon at or by e mail notif at hh gov within on hour and cooper fulli in feder secur incid process',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'while cm retain all ownership right data as outlin user shall bear cost and liabil for ani breach of pii from data file while thei ar entrust user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'if cm determin that risk of harm requir notif of affect individu person of secur breach possibl and possibl other user agre carri out these remedi without cost cm',no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,unknown
'form cm r or',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user herebi acknowledg that crimin penalti under of social secur act u s c includ fine not exceed or imprison not exceed or mai appli disclosur of inform that ar cover by and that ar not author by regul or by feder law',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user further acknowledg that crimin penalti under privaci act u s c mai appli if it is determin that requestor or or ani individu emploi or affili knowingli and willfulli obtain file under fals pretens',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'ani person found violat sec of privaci act shall guilti of misdemeanor and fine not more than',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user acknowledg that crimin penalti mai impos under u s c if it is determin that or ani individu emploi or affili ha taken or convert hi own us data or receiv file know that thei were stolen or convert',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'under such thei shall fine under titl or imprison not more than or both but if valu of such properti doe not exce sum of thei shall fine under titl or imprison not more than or both',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'by sign thi user agre abid by all provis set out in thi agreement and acknowledg have receiv notic of potenti crimin or administr penalti for violat of term of agreement',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'on behalf of user undersign individu herebi attest that he or she is author legal bind user term thi agreement and agre all term specifi herein',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'name and titl of user type or print',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'compani or organ',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'street address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
citi,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
state,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'zip code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'offic telephon includ area code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'e mail address if applic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'signatur date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parti mutual agre that follow name individu is design as custodian of file on behalf of user and will person respons for observ of all condit of us and for establish and mainten of secur arrang as specifi in thi agreement prevent unauthor us',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agre notifi cm within fifteen dai of ani chang of custodianship',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parti mutual agre that cm mai disapprov appoint of custodian or mai requir appoint of new custodian at ani time',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'custodian herebi acknowledg hi or her appoint as custodian of aforesaid file on behalf of and agre compli with all of provis of thi agreement on behalf of user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'name of custodian type or print',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'compani or organ',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'street address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
citi,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
state,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'zip code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'offic telephon includ area code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'e mail address if applic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'signatur date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'form cm r or',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'disclosur provis that allow discretionari releas of cm data for purpos state in section follow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'complet by cm staff',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'on behalf of undersign individu herebi acknowledg that aforesaid feder agenc sponsor or otherwis support user request for and us of cm agre support cm in ensur that user maintain and us cm data in accord with term of thi and agre further make no statement user concern interpret of term of thi agreement and refer all question of such interpret or complianc with term of thi agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'cm offici name in section or hi or her successor',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'type or print name',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'titl of feder repres',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'signatur date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'offic telephon includ area code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'e mail address if applic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parti mutual agre that follow name individu will design as point of contact for agreement on behalf of cm',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'on behalf of cm undersign individu herebi attest that he or she is author enter into thi agreement and agre all term specifi herein',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'name of cm repres type or print',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'titl or compon',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'street address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'mail stop',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
citi,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
state,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'zip code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'offic telephon includ area code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'e mail address if applic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'signatur of cm repres date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'b concur or nonconcur signatur of cm system manag or busi owner date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'concur or nonconcur signatur of cm system manag or busi owner date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'concur or nonconcur signatur of cm system manag or busi owner date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'accord paperwork reduct act of no person ar requir respond collect of inform unless it displai valid omb control number',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'valid omb control number for thi inform collect is',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'time requir complet thi inform collect is estim averag minut per includ time review search exist data gather data and complet and review inform collect',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'if you ani comment concern accuraci of time estim or suggest for improv thi pleas write secur attn report clearanc maryland',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'get login page',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'in your browser address bar you will need enter locat of your openemr instal',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'for most user thi address will consist of name of your server follow by forward lean and anoth forward lean slash',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'thi should look like thi http myservernam openemr',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'sure check with your as locat of your openemr instal mai differ',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'as exampl openemr live demo is locat at http opensourceemr openemr',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'onc you enter correct you should present with login screen',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'log in',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'login screen contain two input box and',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'first time you log in fresh instal of openemr you will need log in as with password of',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'your administr mai provid you with your own usernam and password',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown
'note that openemr login is case sensit',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown
