@relation unknown

@attribute sentence string
@attribute 'access control' {yes,no}
@attribute audit {yes,no}
@attribute availability {yes,no}
@attribute 'capacity and performance' {yes,no}
@attribute legal {yes,no}
@attribute 'look and feel' {yes,no}
@attribute maintainability {yes,no}
@attribute operational {yes,no}
@attribute privacy {yes,no}
@attribute reliability {yes,no}
@attribute recoverability {yes,no}
@attribute security {yes,no}
@attribute usability {yes,no}
@attribute 'other nonfunctional' {yes,no}
@attribute 'database design' {yes,no}
@attribute functional {yes,no}
@attribute documentID string

@data
'user acknowledge use unsecured telecommunications internet transmit individually identifiable bidder identifiable deducible information derive file s specify section 5 prohibit',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'further user agree datum not physically move transmit disclose any way site indicate section 17 write approval CMS unless such movement transmission disclosure require law',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
8,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree grant access datum authorized representative CMS DHHS Office Inspector General site indicate section 17 purpose inspect confirm compliance term this agreement',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'form cms-r-0235 06 10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
9,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree not disclose direct finding listing information derive file s specify section 5 direct identifier if such finding listing information themselves combination other datum use deduce individual identity',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'example example such datum element include not limit geographic location age if 89 sex diagnosis procedure admission discharge date s date death',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree any use CMS datum creation any document manuscript table chart study report etc. purpose specify section 4 whether report other write expressly refer such purpose CMS file specify section 5 any datum derive such file adhere CMS current cell size suppression policy',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'this policy stipulate no cell e.g. admittances discharge patient service 10 less display',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'also no use percentage other mathematical formula use if they result display cell 10 less',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'sign this agreement you hereby agree abide these rule therefore not require submit any write document CMS review',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'if you unsure if you meet above criterion you submit you write product CMS review',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS agree make determination approval notify user 4 6 week receipt finding',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS withhold approval publication only if determine format which datum present result identification individual beneficiary',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
10,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree absent express write authorization appropriate system manager person designate section 20 this agreement do so user not attempt link record include file s specify section 5 any other individually identifiable source information',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'this include attempt link datum other CMS datum file s',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'protocol include linkage specific file have approve accordance section 4 constitute express authorization CMS link file describe protocol',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
11,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user user understand agree they not reuse original derivative datum file s prior write approval appropriate system manager person designate section 20 this agreement',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
12,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'party mutually agree specify attachment part this agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
13,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree event CMS CMS determine have reasonable belief user user have make have make use reuse disclosure aforesaid file s not authorize this agreement another write authorization appropriate system manager person designate section 20 this agreement CMS sole discretion require user promptly investigate report CMS user determination any alleged actual unauthorized use reuse disclosure b promptly resolve any problem identify investigation c if request CMS submit formal response allegation unauthorized use reuse disclosure d if request CMS submit corrective action plan step design prevent any future unauthorized use reuse disclosure e if request CMS return datum file CMS destroy datum file receive CMS this agreement',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'user understand result CMS determination reasonable belief unauthorized use reuse disclosure have take place CMS refuse release further CMS datum user period time determine CMS',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'user agree report any breach personally identifiable information pius CMS datum file s loss these datum disclosure any unauthorized person CMS Action desk telephone -lrb-410-rrb- 786-2580 e-mail notification cms_it_service_desk@cms.hhs.gov one hour cooperate fully federal security incident process',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'while CMS retain all ownership rights datum file s outline above user bear cost liability any breach pius datum file s while they entrust user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'furthermore if CMS determine risk harm require notification affect individual person security breach possibly possibly other remedy user agree carry out these remedy cost CMS',no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,unknown
'form cms-r-0235 06 10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
14,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user hereby acknowledge criminal penalty § 1106 Social Security Act 42 U.S.C. § 1306 fine not exceed $ 10,000 imprisonment not exceed 5 year both apply disclosure information cover § 1106 not authorize regulation Federal law',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user further acknowledge criminal penalty Privacy Act 5 U.S.C. § 552a i 3 apply if determine Requestor Requestor Requestor Custodian any individual employ affiliate therewith knowingly willfully obtain file s false pretens',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'any person find have violate sec i 3 Privacy Act Act guilty misdemeanor fine not more than $ 5,000',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'finally user acknowledge criminal penalty impose 18 U.S.C. § 641 if determine user user user any individual employ affiliate therewith have take convert own use datum file s receive file s know they they steal convert',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'such circumstance they they fine Title 18 imprison not more than 10 year both if value such property do not exceed sum $ 1,000 they they fine Title 18 imprison not more than 1 year both',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
15,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'sign this agreement user user agree abide all provision set out this agreement acknowledge have receive notice potential criminal administrative penalty violation term agreement',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
16,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user undersign individual hereby attest she authorize legally bind user term this agreement agree all term specify herein',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'name title user type print',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'company Organization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Street Address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
City,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
state,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'ZIP Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephone Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'e-mail address if applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Signature Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
17,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'party mutually agree follow name individual individual designate custodian file s user person responsible observance all condition use establishment maintenance security arrangement specify this agreement prevent unauthorized use',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree notify CMS fifteen 15 day any change custodianship',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'party party mutually agree CMS disapprove appointment custodian require appointment new custodian any time',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Custodian Custodian hereby acknowledge she appointment custodian aforesaid file s behalf user agree comply all provision this agreement user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'name custodian type print',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'company Organization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Street Address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
City,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
state,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'ZIP Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephone Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'e-mail address if applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Signature Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'form cms-r-0235 06 10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
18,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'disclosure provision s allow discretionary release CMS datum purpose s state section 4 follow s',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'complete CMS staff',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
_________________________________________,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
19,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'behalf __________________________________ undersign individual individual individual individual hereby acknowledge aforesaid federal agency sponsor otherwise support user request use CMS datum agree support CMS ensure user user maintain use CMS datum accordance term this agreement agree further make no statement user interpretation term this agreement refer all question such interpretation compliance term this agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS official name section 20 or she successor',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'type Printed name',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'title Federal Representative',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Signature Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephone Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'e-mail address if applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
20,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'party mutually agree follow name individual designate point-of-contact agreement CMS',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS undersign individual hereby attest she authorize enter this agreement agree all term specify herein',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'name CMS Representative type print',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'title component',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Street Address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Mail Stop',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
City,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
state,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'ZIP Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephone Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'e-mail address if applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'a. Signature CMS Representative Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'B. Concur Nonconcur signature CMS System Manager Business Owner Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Concur Nonconcur signature CMS System Manager Business Owner Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Concur Nonconcur signature CMS System Manager Business Owner Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Paperwork Reduction Act 1995 no person require respond collection information unless display valid OMB control number',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'valid OMB control number this information collection 0938-0734',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'time require complete this information collection estimate average 30 minute response time review instruction search exist datum resource gather datum need complete review information collection',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'if you have any comment accuracy time estimate s suggestion improve this form please write CMS 7500 security Boulevard Attn report Clearance Officer Baltimore Maryland 21244-1850',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'get Login Page',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'you browser address bar you need enter location you openemr installation',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'most user this address consist name you server follow forward lean slash openemr another forward lean slash',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'this look this http:\\/\\/myservername\\/openemr\\/',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'sure check you Administrator location you openemr installation different',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
