@relation unknown

@attribute sentence string
@attribute 'access control' {yes,no}
@attribute audit {yes,no}
@attribute availability {yes,no}
@attribute 'capacity and performance' {yes,no}
@attribute legal {yes,no}
@attribute 'look and feel' {yes,no}
@attribute maintainability {yes,no}
@attribute operational {yes,no}
@attribute privacy {yes,no}
@attribute reliability {yes,no}
@attribute recoverability {yes,no}
@attribute security {yes,no}
@attribute usability {yes,no}
@attribute 'other nonfunctional' {yes,no}
@attribute 'database design' {yes,no}
@attribute functional {yes,no}
@attribute documentID string

@data
'Printed name Printed name',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'initial ___________________________',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'form cms-r-0235 06 10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'DEPARTMENT HEALTH HUMAN service center MEDICARE MEDICAID service',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'form approve OMB No. 0938-0734',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'DATA USE AGREEMENT',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'DUA #',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'AGREEMENT USE CENTERS MEDICARE MEDICAID service CMS DATA CONTAINING INDIVIDUAL IDENTIFIERS',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS agree provide user datum reside CMS Privacy Act System Records identify agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'exchange user agree pay applicable fee user agree datum purpose support user study research project reference agreement determine CMS provide assistance CMS monitoring managing improve Medicare Medicaid program service provide beneficiary user agree ensure integrity security confidentiality datum comply term agreement applicable law Privacy Act Health Insurance Portability Accountability Act',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'secure datum reside CMS Privacy Act System Records ensure integrity security confidentiality information maintain CMS permit appropriate disclosure datum permit law CMS requestor agreement comply follow specific paragraph',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'U.S. Department Health Human Services HHS requestor',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'agreement Centers Medicare Medicaid Services CMS component hereinafter term user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'agreement address condition CMS disclose user user user user obtain reuse disclose CMS datum file s specify section 5 possibly possibly derivative file s contain direct individual identifier element concert information identify individual',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'agreement supersede agreement party respect datum file specify section 5 preempt override instruction direction agreement understanding pertain grant award prior communication Department Health Human Services component respect datum specify herein',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'term agreement change written modification agreement party adopt agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'party agree instruction interpretation issue user agreement datum specify herein valid unless issue write CMS point-of-contact CMS signatory agreement section 20',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'party mutually agree CMS retain ownership rights datum file s refer agreement user obtain title datum furnish CMS',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
4,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user represent furnish datum file s specify section 5 CMS rely representation datum file s solely follow purpose s',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'name study project',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS Contract no. applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user represent statement study research protocol project plan submit CMS purpose purpose complete accurate',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user represent study protocol s project plan approve CMS appropriate entity CMS determine represent total s datum file s specify section 5',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'user agree disclose reuse datum cover agreement except specify attachment agreement CMS CMS authorize write otherwise require law sell rent lease loan otherwise grant access datum cover agreement',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'user affirm request datum minimum achieve purpose section',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree user organization organization agent access datum cover agreement limit minimum amount datum minimum individual achieve purpose section i.e. individual access datum need-to-know basis',no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,unknown
5,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'follow CMS datum file file s cover agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'file s system Record',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
6,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'party mutually agree aforesaid file s possibly possibly derivative file s file directly identify individual directly identify bidding firm possibly possibly firm proprietary confidential individual retain user hereinafter Retention Date',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'user agree notify CMS 30 day completion purpose specify section 4 purpose complete aforementioned retention date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'notice retention date whichever occur sooner user agree destroy datum',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'user agree destroy send write certification destruction file CMS 30 day',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'user agree retain CMS file thereof specific bidding information file concert information identify aforementioned file s destroy unless appropriate Systems Manager person designate section 20 agreement grant write authorization',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'user acknowledge date contingent action CMS',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'agreement terminate party time reason 30 day write notice',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'notice termination user CMS CMS cease release datum file s user agreement notify user destroy datum file s',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'section 3 4 6 8 9 10 11 13 14 15 survive termination agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
7,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree establish appropriate administrative technical physical safeguard protect confidentiality datum prevent unauthorized access',no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,unknown
'safeguard provide level scope security level scope security requirement establish Office Management Budget OMB OMB circular a-130 Appendix III security Federal Automated Information Systems http:\\/\\/www.whitehouse.gov\\/omb\\/circulars\\/a130\\/a130.html Federal Information Processing Standard 200 entitle Minimum Security requirement Federal Information Information Systems http:\\/\\/csrc.nist.gov\\/publications\\/fips\\/fips200\\/fips-200-final-march.pdf special publication 800-53 Recommended Security Controls Federal Information Systems http:\\/\\/csrc.nist.gov\\/ publications\\/nistpubs\\/800 -53 rev2\\/sp800 -53 rev2-final',no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,unknown
'user acknowledge unsecured telecommunications internet transmit individually identifiable bidder identifiable deducible information derive file s specify section 5 prohibit',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'user agree datum physically move transmit disclose site indicate section 17 write approval CMS unless movement transmission disclosure require law',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
8,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree grant access datum authorized representative CMS DHHS Office Inspector General site indicate section 17 purpose inspect confirm compliance term agreement',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'form cms-r-0235 06 10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
9,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree disclose direct finding listing information derive file s specify section 5 direct identifier finding listing information themselves combination datum deduce individual identity',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'example example datum element include limit geographic location age 89 sex diagnosis procedure admission discharge date s date death',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree CMS datum creation document manuscript table chart study report etc. purpose specify section 4 report write expressly refer purpose CMS file specify section 5 datum derive file adhere CMS current cell size suppression policy',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'policy stipulate cell e.g. admittances discharge patient service 10 display',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'percentage mathematical formula result display cell 10',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'sign agreement hereby agree abide rule require submit write document CMS review',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'unsure meet criterion submit write product CMS review',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS agree determination approval notify user 4 6 week receipt finding',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS withhold approval publication determine format datum result identification individual beneficiary',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
10,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree absent express write authorization appropriate system manager person designate section 20 agreement user attempt link record include file s specify section 5 individually identifiable source information',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'include attempt link datum CMS datum file s',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'protocol include linkage specific file approve accordance section 4 constitute express authorization CMS link file describe protocol',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
11,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user user understand agree reuse original derivative datum file s prior write approval appropriate system manager person designate section 20 agreement',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
12,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'party mutually agree specify attachment agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
13,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree event CMS CMS determine reasonable belief user user reuse disclosure aforesaid file s authorize agreement write authorization appropriate system manager person designate section 20 agreement CMS sole discretion require user a promptly investigate report CMS user determination alleged actual unauthorized reuse disclosure b promptly resolve identify investigation c request CMS submit formal response allegation unauthorized reuse disclosure d request CMS submit corrective action plan step design prevent future unauthorized reuse disclosure e request CMS return datum file CMS destroy datum file receive CMS agreement',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'user understand result CMS determination reasonable belief unauthorized reuse disclosure CMS refuse release CMS datum user period time determine CMS',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'user agree report breach personally identifiable information pius CMS datum file s loss datum disclosure unauthorized person CMS Action desk telephone -lrb-410-rrb- 786-2580 e-mail notification cms_it_service_desk@cms.hhs.gov hour cooperate federal security incident process',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS retain ownership rights datum file s outline user bear cost liability breach pius datum file s entrust user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'furthermore CMS determine risk harm require notification affect individual person security breach possibly possibly remedy user agree carry remedy cost CMS',no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,unknown
'form cms-r-0235 06 10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
14,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user hereby acknowledge criminal penalty § 1106 a Social Security Act 42 U.S.C. § 1306 a fine exceed $ 10,000 imprisonment exceed 5 apply disclosure information cover § 1106 authorize regulation Federal law',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user acknowledge criminal penalty Privacy Act 5 U.S.C. § 552a i 3 apply determine Requestor Requestor Requestor Custodian individual employ affiliate therewith knowingly willfully obtain file s false pretens',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'person violate sec i 3 Privacy Act Act guilty misdemeanor fine $ 5,000',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'finally user acknowledge criminal penalty impose 18 U.S.C. § 641 determine user user user individual employ affiliate therewith convert own datum file s receive file s steal convert',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'circumstance fine Title 18 imprison 10 value property exceed sum $ 1,000 fine Title 18 imprison 1',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
15,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'sign agreement user user agree abide provision set agreement acknowledge receive notice potential criminal administrative penalty violation term agreement',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
16,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user undersign individual hereby attest authorize legally bind user term agreement agree term specify herein',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'name title user type print',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'company Organization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Street Address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
City,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'ZIP Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephone Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'e-mail address applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Signature Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
17,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'party mutually agree follow name individual individual designate custodian file s user person responsible observance condition establishment maintenance security arrangement specify agreement prevent unauthorized',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user agree notify CMS fifteen 15 day change custodianship',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'party party mutually agree CMS disapprove appointment custodian require appointment custodian time',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Custodian Custodian hereby acknowledge appointment custodian aforesaid file s behalf user agree comply provision agreement user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'name custodian type print',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'company Organization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Street Address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
City,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'ZIP Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephone Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'e-mail address applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Signature Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'form cms-r-0235 06 10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
18,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'disclosure provision s allow discretionary release CMS datum purpose s section 4 follow s',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'complete CMS staff',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
_________________________________________,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
19,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'behalf __________________________________ undersign individual individual individual individual hereby acknowledge aforesaid federal agency sponsor otherwise support user request CMS datum agree support CMS ensure user user maintain CMS datum accordance term agreement agree statement user interpretation term agreement refer question interpretation compliance term agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS official name section 20 successor',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'type Printed name',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'title Federal Representative',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Signature Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephone Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'e-mail address applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
20,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'party mutually agree follow name individual designate point-of-contact agreement CMS',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS undersign individual hereby attest authorize enter agreement agree term specify herein',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'name CMS Representative type print',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'title component',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Street Address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Mail Stop',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
City,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'ZIP Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephone Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'e-mail address applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'a. Signature CMS Representative Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'B. Concur Nonconcur signature CMS System Manager Business Owner Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Concur Nonconcur signature CMS System Manager Business Owner Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Concur Nonconcur signature CMS System Manager Business Owner Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Paperwork Reduction Act 1995 person require respond collection information unless display valid OMB control',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'valid OMB control information collection 0938-0734',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'time require complete information collection estimate average 30 minute response time review instruction search exist datum resource gather datum complete review information collection',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'comment accuracy time estimate s suggestion improve form please write CMS 7500 security Boulevard Attn report Clearance Officer Baltimore Maryland 21244-1850',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Login Page',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'browser address bar enter location openemr installation',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user address consist name server follow forward lean slash openemr forward lean slash',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'look http:\\/\\/myservername\\/openemr\\/',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'check Administrator location openemr installation',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'example openemr live demo located http:\\/\\/opensourceemr.com:2100\\/openemr\\/',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'enter correct address login screen',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
log,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'login screen contain input box Username password',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'time log fresh installation openemr log admin password pass',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'administrator provide own username password',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown
'note openemr login case-sensitive',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown
'drop-down list language view openemr',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'default language English select',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'enter correct username password simply click login button press enter',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
