@relation unknown

@attribute sentence string
@attribute 'access control' {yes,no}
@attribute audit {yes,no}
@attribute availability {yes,no}
@attribute 'capacity and performance' {yes,no}
@attribute legal {yes,no}
@attribute 'look and feel' {yes,no}
@attribute maintainability {yes,no}
@attribute operational {yes,no}
@attribute privacy {yes,no}
@attribute reliability {yes,no}
@attribute recoverability {yes,no}
@attribute security {yes,no}
@attribute usability {yes,no}
@attribute 'other nonfunctional' {yes,no}
@attribute 'database design' {yes,no}
@attribute functional {yes,no}
@attribute documentID string

@data
'oral written presentations publications source data be attributed NC Public Health Data Group NC DETECT',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'Material include following disclaimer NC Public Health Data Group NC DETECT do not take responsibility scientific validity accuracy methodology results statistical analyses conclusions presented',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
5,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'TERM AND TERMINATION',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'DUA Termination Date ____________________________________________',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'a Term',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Term Term this DUA be effective date first written above terminate when all PHI PHI provided Data Custodian Recipient is destroyed returned Data Custodian if it is infeasible to return destroy IIHI protections are extended such information termination provisions this Section',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'b Termination Cause',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Recipient commit material breach this DUA which is not cured thirty 30 days after Recipient receives notice such breach Data Custodian then Data Custodian Custodian discontinue disclosure IIHI report problem Secretary U. S. Department Health Human Services',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'c Effects Termination',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'i. Except as provided provided paragraph ii this subsection ten 10 days termination this DUA Recipient return destroy all IIHI received Data Custodian',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'This provision apply IIHI that is possession subcontractors agents Data Recipient',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'Recipient retain no copies IIHI',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
ii,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'event that Recipient determines that returning destroying IIHI is infeasible Recipient provide Data Custodian notification conditions that make return destruction infeasible',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'mutual agreement Parties that return destruction IIHI is infeasible Data Recipient extend protections this DUA such IIHI limit further uses disclosures such IIHI those purposes that make return destruction infeasible so long as Recipient maintains IIHI',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'DATA CUSTODIAN NC DPH RECIPIENT',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'____________________________________ _________________________________',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Date Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'____________________________________ _________________________________',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Signature Signature',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'____________________________________ _________________________________',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Printed Name Printed Name',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Initial ___________________________',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Form CMS-R-0235 06 10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'DEPARTMENT HEALTH HUMAN SERVICES CENTERS MEDICARE MEDICAID SERVICES',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Form Approved OMB No. 0938-0734',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'DATA USE AGREEMENT',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'DUA #',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'AGREEMENT USE CENTERS MEDICARE MEDICAID SERVICES CMS DATA CONTAINING INDIVIDUAL IDENTIFIERS',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS agrees to provide User data that reside CMS Privacy Act System Records as identified this Agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'exchange User agrees to pay any applicable fees User agrees to use data only purposes that support User study research project referenced this Agreement which which has been determined CMS to provide assistance CMS monitoring managing improving Medicare Medicaid programs services provided beneficiaries User agrees to ensure integrity security confidentiality data complying terms this Agreement applicable law Privacy Act Health Insurance Portability Accountability Act',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'In order to secure data that reside CMS Privacy Act System Records order to ensure integrity security confidentiality information maintained CMS to permit appropriate disclosure use such data as permitted law CMS Requestor agreement to comply following specific paragraphs',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'U.S. Department Health Human Services HHS Requestor',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'This Agreement is Centers Medicare Medicaid Services CMS component hereinafter termed User',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'This Agreement addresses conditions which CMS disclose User User User User obtain use reuse disclose CMS data file s specified section 5 possibly and possibly any derivative file s that contain direct individual identifiers elements that be used concert other information to identify individuals',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'This Agreement supersedes any all agreements parties respect use data files specified section 5 preempts overrides any instructions directions agreements other understanding in pertaining any grant award other prior communication Department Health Human Services any its components respect data specified herein',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Further terms this Agreement be changed only written modification this Agreement parties adopting new agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parties agree further that instructions interpretations issued User this Agreement data specified herein not be valid unless issued writing CMS point-of-contact CMS signatory this Agreement shown section 20',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parties mutually agree that CMS retains all ownership rights data file s referred to this Agreement that User does not obtain any right title interest any data furnished CMS',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
4,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User represents furnishing data file s specified section 5 CMS relies such representation that such data file s be used solely following purpose s',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'Name Study Project',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS Contract No. If applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User represents further that facts statements made any study research protocol project plan submitted CMS for each purpose purpose are complete accurate',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Further User represents that said study protocol s project plans that have been approved CMS other appropriate entity as CMS determine represent total use s which data file s specified section 5 be put',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'User agrees not to disclose use reuse data covered this agreement except as specified Attachment this Agreement as CMS CMS authorize writing as otherwise required law sell rent lease loan or otherwise grant access data covered this Agreement',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'User affirms that requested data is minimum necessary to achieve purposes stated this section',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User agrees that User organization organizations its agents access data covered this Agreement be limited minimum amount data minimum number individuals necessary to achieve purpose stated this section i.e. individual access data be need-to-know basis',no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,unknown
5,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'following CMS data file file s is are covered this Agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'File Years s System Record',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
6,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parties mutually agree that aforesaid files s possibly possibly any derivative file s those files that directly identify individuals that directly identify bidding firms possibly possibly such firms proprietary confidential individuals be retained User until hereinafter known Retention Date',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'User agrees to notify CMS 30 days completion purpose specified section 4 if purpose is completed aforementioned retention date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'such notice retention date whichever occurs sooner User agrees to destroy such data',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'User agrees to destroy send written certification destruction files CMS 30 days',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'User agrees not to retain CMS files any parts thereof specific bidding information those files that be used concert other information to identify aforementioned file s are destroyed unless appropriate Systems Manager person designated section 20 this Agreement grants written authorization',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'User acknowledges that date is not contingent action CMS',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'Agreement be terminated either party any time any reason 30 days written notice',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'notice termination User CMS CMS cease releasing data file s User this Agreement notify User to destroy such data file s',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,unknown
'Sections 3 4 6 8 9 10 11 13 14 15 survive termination this Agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
7,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User agrees to establish appropriate administrative technical physical safeguards to protect confidentiality data to prevent unauthorized use access it',no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,unknown
'safeguards provide level scope security that is not less than level scope security requirements established Office Management Budget OMB OMB Circular No A-130 Appendix III Security Federal Automated Information Systems http:\\/\\/www.whitehouse.gov\\/omb\\/circulars\\/a130\\/a130.html Federal Information Processing Standard 200 entitled Minimum Security Requirements Federal Information Information Systems http:\\/\\/csrc.nist.gov\\/publications\\/fips\\/fips200\\/FIPS-200-final-march.pdf Special Publication 800-53 Recommended Security Controls Federal Information Systems http:\\/\\/csrc.nist.gov\\/ publications\\/nistpubs\\/800 -53 Rev2\\/sp800 -53 rev2-final',no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,unknown
'User acknowledges that use unsecured telecommunications Internet to transmit individually identifiable bidder identifiable deducible information derived file s specified section 5 is prohibited',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'Further User agrees that data not be physically moved transmitted disclosed any way site indicated section 17 written approval CMS unless such movement transmission disclosure is required law',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
8,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User agrees to grant access data authorized representatives CMS DHHS Office Inspector General site indicated section 17 purpose inspecting to confirm compliance terms this agreement',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'Form CMS-R-0235 06 10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
9,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User agrees not to disclose direct findings listings information derived file s specified section 5 direct identifiers if such findings listings information themselves combination other data be used to deduce individual identity',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'Examples Examples such data elements include are not limited geographic location age if 89 sex diagnosis procedure admission discharge date s date death',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User agrees that any use CMS data creation any document manuscript table chart study report etc. purpose specified section 4 whether report other writing expressly refers such purpose CMS files specified section 5 any data derived such files adhere CMS current cell size suppression policy',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'This policy stipulates that no cell e.g. admittances discharges patients services 10 less be displayed',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'Also no use percentages other mathematical formulas be used if they result display cell 10 less',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown
'signing this Agreement you hereby agree to abide these rules and therefore not be required to submit any written documents CMS review',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'If you are unsure if you meet above criteria you submit your written products CMS review',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS agrees to make determination approval to notify user 4 to 6 weeks receipt findings',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS withhold approval publication only if it determines that format which data are presented result identification individual beneficiaries',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
10,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User agrees that absent express written authorization appropriate System Manager person designated section 20 this Agreement to do so User not attempt to link records included file s specified section 5 any other individually identifiable source information',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'This includes attempts to link data other CMS data file s',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'protocol that includes linkage specific files that has been approved accordance section 4 constitutes express authorization CMS to link files as described protocol',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
11,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User User understands agrees that they not reuse original derivative data file s prior written approval appropriate System Manager person designated section 20 this Agreement',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
12,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parties mutually agree that the specified Attachments are part this Agreement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
13,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User agrees that event CMS CMS determines has reasonable belief that User User has made have made use reuse disclosure aforesaid file s that is not authorized this Agreement another written authorization appropriate System Manager person designated section 20 this Agreement CMS its sole discretion require User to a promptly investigate report CMS User determinations any alleged actual unauthorized use reuse disclosure b promptly resolve any problems identified investigation c if requested by CMS submit formal response allegation unauthorized use reuse disclosure d if requested CMS submit corrective action plan steps designed to prevent any future unauthorized uses reuses disclosures e if requested CMS return data files CMS destroy data files it received CMS this agreement',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'User understands that as result CMS determination reasonable belief that unauthorized uses reuses disclosures have taken place CMS refuse to release further CMS data User period time to be determined CMS',no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,unknown
'User agrees to report any breach personally identifiable information PII CMS data file s loss these data disclosure any unauthorized persons CMS Action Desk telephone -LRB-410-RRB- 786-2580 e-mail notification cms_it_service_desk@cms.hhs.gov one hour to cooperate fully federal security incident process',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
'While CMS retains all ownership rights data file s as outlined above User bear cost liability any breaches PII data file s while they are entrusted User',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Furthermore if CMS determines that risk harm requires notification affected individual persons security breach possibly possibly other remedies User agrees to carry out these remedies cost CMS',no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,unknown
'Form CMS-R-0235 06 10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
14,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User hereby acknowledges that criminal penalties § 1106 a Social Security Act 42 U.S.C. § 1306 a fine not exceeding $ 10,000 imprisonment not exceeding 5 years both apply disclosures information that are covered § 1106 that are not authorized regulation Federal law',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User further acknowledges that criminal penalties Privacy Act 5 U.S.C. § 552a i 3 apply if it is determined that Requestor Requestor Requestor Custodian any individual employed affiliated therewith knowingly willfully obtained file s false pretenses',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Any person found to have violated sec i 3 of Privacy Act Act be guilty misdemeanor fined not more than $ 5,000',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Finally User acknowledges that criminal penalties be imposed 18 U.S.C. § 641 if it is determined that User User User any individual employed affiliated therewith has taken converted his own use data file s received file s knowing that they they were stolen converted',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'such circumstances they they be fined Title 18 imprisoned not more than 10 years both if value such property does not exceed sum $ 1,000 they they be fined Title 18 imprisoned not more than 1 year both',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
15,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'signing this Agreement User User agrees to abide all provisions set out this Agreement acknowledges having received notice potential criminal administrative penalties violation terms Agreement',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown
16,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User the the undersigned individual hereby attests that he she is authorized to legally bind User terms this Agreement agrees all terms specified herein',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Name Title User typed printed',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Company Organization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Street Address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
City,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
State,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'ZIP Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephone Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'E-Mail Address If applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Signature Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
17,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parties mutually agree that following named individual individual is designated Custodian file s User be person responsible observance all conditions use establishment maintenance security arrangements as specified this Agreement to prevent unauthorized use',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'User agrees to notify CMS fifteen 15 days any change custodianship',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parties parties mutually agree that CMS disapprove appointment custodian require appointment new custodian any time',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Custodian Custodian hereby acknowledges his her appointment Custodian aforesaid file s behalf User agrees to comply all provisions this Agreement User',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Name Custodian typed printed',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Company Organization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Street Address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
City,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
State,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'ZIP Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephone Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'E-Mail Address If applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Signature Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Form CMS-R-0235 06 10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
18,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'disclosure provision s that allows discretionary release CMS data purpose s stated section 4 follow s',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'To be completed CMS staff',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
_________________________________________,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
19,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'On behalf __________________________________ the undersigned individual individual individual individual hereby acknowledges aforesaid Federal agency sponsors otherwise supports User request for use CMS data agrees to support CMS ensuring that User User maintains uses CMS data accordance terms this Agreement agrees further to make no statement User interpretation terms this Agreement to refer all questions such interpretation compliance terms this Agreement the',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS official named section 20 or to his her successor',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'Typed Printed Name',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Title Federal Representative',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Signature Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephone Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'E-Mail Address If applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
20,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'parties mutually agree that following named individual be designated point-of-contact Agreement CMS',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'CMS the undersigned individual hereby attests that he he she is authorized to enter this Agreement agrees all terms specified herein',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Name CMS Representative typed printed',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Title Component',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Street Address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Mail Stop',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
City,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
State,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'ZIP Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Office Telephone Include Area Code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'E-Mail Address If applicable',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'A. Signature CMS Representative Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'B. Concur Nonconcur Signature CMS System Manager Business Owner Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Concur Nonconcur Signature CMS System Manager Business Owner Date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
